query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	database
WP_144725759.1	AF-A0A1H4MRI5-F1-model_v6	0.243	848	511	0	181	856	105	952	2.319e-46	2520	uniprot
WP_026755675.1	AF-A0A1L3JII5-F1-model_v6	0.743	561	144	0	1	560	1	561	2.605e-54	2510	uniprot
WP_144725860.1	AF-A0A5D0R2F7-F1-model_v6	0.753	432	105	0	1	425	1	432	1.491e-57	2510	uniprot
WP_036827845.1	AF-A0A099XRY8-F1-model_v6	1.0	363	0	0	1	363	1	363	1.545e-53	2497	uniprot
WP_036824722.1	AF-A0A099XYA6-F1-model_v6	1.0	478	0	0	1	478	1	478	1.536e-48	2495	uniprot
WP_038528900.1	AF-A0A1I3DM16-F1-model_v6	0.673	471	153	0	1	470	1	471	1.8870000000000002e-57	2490	uniprot
WP_036819543.1	AF-A0A9E1QBG7-F1-model_v6	0.616	425	160	0	1	425	1	417	2.774e-52	2487	uniprot
WP_091894252.1	AF-A0A9E1QBG7-F1-model_v6	0.61	425	162	0	1	425	1	417	8.447e-52	2485	uniprot
WP_144725687.1	AF-A0A2G2P410-F1-model_v6	0.6	534	211	0	2	535	11	539	3.2169999999999997e-51	2463	uniprot
WP_144724847.1	AF-A0A848S9S4-F1-model_v6	0.509	445	216	0	1	440	1	445	2.8389999999999996e-54	2437	uniprot
WP_101448577.1	AF-A0A1H4DRS8-F1-model_v6	0.711	484	140	0	1	484	1	484	4.247e-54	2436	uniprot
WP_144726894.1	AF-A0A1I2A8V2-F1-model_v6	0.657	541	185	0	5	545	22	562	1.795e-43	2429	uniprot
WP_144724768.1	AF-A0A397L8V7-F1-model_v6	0.918	617	51	0	2	618	34	650	2.4190000000000003e-63	2428	uniprot
WP_091892093.1	AF-A0A1L3JII5-F1-model_v6	0.756	560	136	0	1	560	1	560	3.215e-57	2428	uniprot
WP_119027660.1	AF-A0A2D0NGB6-F1-model_v6	0.6	488	192	0	4	491	3	484	1.2689999999999998e-44	2421	uniprot
WP_101449869.1	AF-A0A2N3TCP8-F1-model_v6	1.0	413	0	0	1	413	1	413	2.906e-57	2421	uniprot
WP_036823457.1	AF-A0A099XXB4-F1-model_v6	1.0	481	0	0	1	481	1	481	3.1880000000000004e-58	2416	uniprot
WP_091896622.1	AF-A0A1H1SSP1-F1-model_v6	1.0	424	0	0	1	424	1	424	6.265999999999999e-45	2401	uniprot
WP_144726942.1	AF-A0A0D7W6E3-F1-model_v6	0.663	420	139	0	12	431	11	424	2.459e-59	2395	uniprot
WP_119028184.1	AF-A0A397LCQ5-F1-model_v6	1.0	401	0	0	1	401	1	401	1.178e-56	2382	uniprot
WP_036825378.1	AF-A0A099Y275-F1-model_v6	1.0	393	0	0	1	393	1	393	3.748e-56	2380	uniprot
WP_119027986.1	AF-A0A4R6GLY9-F1-model_v6	0.648	496	173	0	5	500	20	512	1.394e-47	2379	uniprot
WP_011708486.1	AF-A0A1H1NRF3-F1-model_v6	0.925	388	29	0	1	388	1	388	1.15e-52	2373	uniprot
WP_036824725.1	AF-A0A099Y0C4-F1-model_v6	0.981	490	9	0	1	490	1	490	1.3230000000000001e-46	2370	uniprot
WP_144725699.1	AF-A0A7Y2MQE4-F1-model_v6	0.623	553	205	0	1	546	1	553	1.232e-45	2365	uniprot
WP_011710703.1	AF-A0M5A7-F1-model_v6	1.0	379	0	0	1	379	1	379	5.425e-51	2363	uniprot
WP_144726013.1	AF-A0A397LBL6-F1-model_v6	0.985	355	5	0	1	355	1	355	2.24e-50	2363	uniprot
WP_119027964.1	AF-A0A4R6TNZ3-F1-model_v6	0.66	528	178	0	1	528	1	526	6.049e-40	2361	uniprot
WP_091893881.1	AF-A0A1H1PEC3-F1-model_v6	1.0	440	0	0	1	440	1	440	4.317e-58	2361	uniprot
WP_144726268.1	AF-A0A3D5YU80-F1-model_v6	0.549	416	185	0	1	412	1	416	4.971e-58	2360	uniprot
WP_143273697.1	AF-A0A1H4LQD8-F1-model_v6	0.665	437	146	0	1	437	1	437	2.338e-51	2358	uniprot
WP_101446710.1	AF-A0A2N3T406-F1-model_v6	1.0	357	0	0	1	357	1	357	1.664e-47	2353	uniprot
WP_101450146.1	AF-A0A3B0C7V5-F1-model_v6	0.774	394	88	0	12	402	37	430	5.348e-46	2352	uniprot
WP_052108503.1	AF-A0A099XYZ0-F1-model_v6	1.0	486	0	0	1	486	1	486	2.548e-46	2349	uniprot
WP_101447566.1	AF-A0A023BX40-F1-model_v6	0.765	493	115	0	1	491	1	493	9.812e-57	2342	uniprot
WP_119030699.1	AF-A0A2U8QVM6-F1-model_v6	0.658	510	174	0	1	510	1	510	1.0509999999999999e-39	2341	uniprot
WP_119030487.1	AF-A0A516GNQ6-F1-model_v6	0.668	492	163	0	1	492	1	492	2.475e-40	2339	uniprot
WP_144726823.1	AF-A0A074KQN3-F1-model_v6	0.555	513	226	0	1	513	1	508	1.634e-49	2329	uniprot
WP_036820784.1	AF-A0A099Y4P3-F1-model_v6	1.0	406	0	0	1	406	1	406	4.777e-39	2322	uniprot
WP_144725853.1	AF-A0A2N2YZQ5-F1-model_v6	0.627	461	171	0	1	460	1	461	5.295e-43	2321	uniprot
WP_119027566.1	AF-A0A6N6MBN0-F1-model_v6	0.767	352	81	0	1	350	1	352	3.572e-58	2320	uniprot
WP_144958428.1	AF-A0A559PHY3-F1-model_v6	0.989	379	4	0	1	379	1	379	1.2289999999999998e-44	2308	uniprot
WP_036824910.1	AF-A0A099XYL5-F1-model_v6	1.0	449	0	0	1	449	1	449	2.6409999999999997e-51	2296	uniprot
WP_144727274.1	AF-A0A934NEM2-F1-model_v6	0.778	395	87	0	2	396	37	431	3.38e-56	2296	uniprot
WP_157691807.1	AF-A0A1H1KW32-F1-model_v6	0.978	365	8	0	1	365	5	369	1.261e-54	2296	uniprot
WP_038526763.1	AF-A0A2U8QVM6-F1-model_v6	0.631	513	189	0	1	513	1	513	1.367e-38	2288	uniprot
WP_026753962.1	AF-A0A2U8QVM6-F1-model_v6	0.62	514	195	0	1	514	1	513	1.453e-38	2282	uniprot
WP_119028183.1	AF-A0A397L825-F1-model_v6	1.0	361	0	0	1	361	1	361	3.456e-48	2278	uniprot
WP_119027533.1	AF-A0A397L609-F1-model_v6	1.0	442	0	0	1	442	1	442	5.556e-40	2274	uniprot
WP_036824753.1	AF-A0A099XYV7-F1-model_v6	0.988	443	5	0	1	443	1	443	2.6e-45	2273	uniprot
WP_119027655.1	AF-A0A397LAK6-F1-model_v6	1.0	331	0	0	1	331	1	331	6.516e-57	2269	uniprot
WP_101447012.1	AF-A0A6P0UMA0-F1-model_v6	0.582	484	200	0	1	484	1	480	2.46e-39	2268	uniprot
WP_119029859.1	AF-A0A1G5GMC4-F1-model_v6	0.845	323	50	0	2	324	49	371	1.796e-56	2268	uniprot
WP_144961161.1	AF-A0A4R8MAB0-F1-model_v6	0.753	705	174	0	1	704	1	705	1.685e-40	2260	uniprot
WP_144963565.1	AF-A0A495PV29-F1-model_v6	0.882	382	45	0	1	382	1	382	1.072e-54	2257	uniprot
WP_144725693.1	AF-A0A842IE18-F1-model_v6	0.666	429	143	0	24	452	16	444	2.8659999999999995e-41	2256	uniprot
WP_156033038.1	AF-A0A1J5LAC2-F1-model_v6	0.857	461	66	0	16	476	1	461	1.1129999999999998e-47	2255	uniprot
WP_036827704.1	AF-A0A099XM23-F1-model_v6	1.0	378	0	0	1	378	1	378	1.141e-50	2250	uniprot
WP_148304600.1	AF-A0A2W7I6G7-F1-model_v6	0.59	826	338	0	8	833	2	827	3.264e-42	2248	uniprot
WP_119027544.1	AF-A0A397LGA0-F1-model_v6	1.0	401	0	0	1	401	1	401	5.047e-39	2246	uniprot
WP_144961833.1	AF-A0A9X2R8X7-F1-model_v6	0.673	432	141	0	18	448	2	433	1.117e-46	2241	uniprot
WP_101446802.1	AF-A0A023BPP0-F1-model_v6	0.812	405	76	0	1	405	1	405	4.738e-38	2227	uniprot
WP_089661549.1	AF-A0A2T6AL36-F1-model_v6	0.86	479	67	0	1	478	1	479	3.534e-39	2226	uniprot
WP_052108591.1	AF-A0A362WYI7-F1-model_v6	0.735	423	112	0	1	422	1	423	5.7660000000000005e-46	2224	uniprot
WP_091890414.1	AF-A0A1H1KZM6-F1-model_v6	1.0	328	0	0	1	328	1	328	7.1979999999999995e-44	2221	uniprot
WP_119029919.1	AF-A0A6I1DZJ7-F1-model_v6	0.612	480	185	0	1	479	1	480	2.582e-39	2218	uniprot
WP_036820174.1	AF-A0A559RZ67-F1-model_v6	0.785	447	96	0	6	452	6	452	7.149e-48	2217	uniprot
WP_144725030.1	AF-A0A975FUV4-F1-model_v6	0.541	536	242	0	6	534	2	537	9.217000000000001e-46	2215	uniprot
WP_144726103.1	AF-A0A4S3LY53-F1-model_v6	0.552	509	227	0	1	508	1	509	1.548e-38	2212	uniprot
WP_119028966.1	AF-A0A5M8P2M8-F1-model_v6	0.637	353	127	0	1	352	1	353	4.933e-53	2212	uniprot
WP_144726216.1	AF-A0A090WKA0-F1-model_v6	0.658	409	138	0	15	423	2	406	1.354e-46	2210	uniprot
WP_011709931.1	AF-A0A918S8D2-F1-model_v6	0.5	492	240	0	1	492	1	480	5.89e-48	2207	uniprot
WP_144725883.1	AF-A0A958SKR5-F1-model_v6	0.472	525	275	0	4	525	8	532	4.8230000000000004e-42	2204	uniprot
WP_119028463.1	AF-A0A7Y1TMW8-F1-model_v6	0.728	413	112	0	1	413	1	413	5.310999999999999e-41	2204	uniprot
WP_036820381.1	AF-A0A832IH40-F1-model_v6	0.566	488	211	0	13	499	14	501	3.0319999999999995e-41	2203	uniprot
WP_038532615.1	AF-A0A850NJQ9-F1-model_v6	0.674	484	148	0	1	454	1	484	6.26e-43	2193	uniprot
WP_144726329.1	AF-A0A4U0EQI3-F1-model_v6	0.58	404	169	0	5	408	1	403	2.1040000000000003e-42	2190	uniprot
WP_091893072.1	AF-A0A1P8RUI5-F1-model_v6	0.595	441	177	0	1	438	1	441	2.987e-45	2189	uniprot
WP_052108414.1	AF-A0A3B9T8U6-F1-model_v6	0.556	372	165	0	1	372	3	374	9.068999999999999e-51	2184	uniprot
WP_036827784.1	AF-A0A099XQX7-F1-model_v6	1.0	438	0	0	1	438	1	438	2.613e-40	2182	uniprot
WP_143273653.1	AF-A0A1M6AYY3-F1-model_v6	0.656	415	142	0	1	415	1	415	7.114e-48	2176	uniprot
WP_101446452.1	AF-A0A936ZRG7-F1-model_v6	0.779	463	102	0	1	463	1	463	2.521e-38	2174	uniprot
WP_119028831.1	AF-A0A397LA06-F1-model_v6	1.0	304	0	0	1	304	1	304	4.672e-52	2174	uniprot
WP_144725519.1	AF-A0A420DWN2-F1-model_v6	0.612	435	167	0	1	431	1	435	4.301e-49	2170	uniprot
WP_119030551.1	AF-A0A0R2X315-F1-model_v6	0.758	359	87	0	2	360	17	375	3.672e-49	2170	uniprot
WP_144727321.1	AF-A0A562SL78-F1-model_v6	0.663	363	116	0	1	363	13	357	4.63e-45	2165	uniprot
WP_143273691.1	AF-A0A2N3TDL4-F1-model_v6	1.0	317	0	0	1	317	1	317	3.589e-44	2164	uniprot
WP_089663064.1	AF-A0A0M8M8T3-F1-model_v6	0.58	513	215	0	2	514	5	517	2.115e-36	2154	uniprot
WP_119027991.1	AF-A0A562YF82-F1-model_v6	0.621	460	174	0	1	460	1	459	1.7200000000000002e-36	2154	uniprot
WP_119028762.1	AF-A0A4V3UY02-F1-model_v6	0.54	457	208	0	1	457	1	453	6.22e-39	2153	uniprot
WP_011709929.1	AF-A0M331-F1-model_v6	1.0	327	0	0	1	327	1	327	3.041e-45	2153	uniprot
WP_036827571.1	AF-A0A2U8QVM6-F1-model_v6	0.602	511	203	0	9	518	3	513	1.7010000000000002e-36	2152	uniprot
WP_036822044.1	AF-A0A9X2ALN6-F1-model_v6	0.687	454	141	0	1	454	1	450	4.309e-45	2151	uniprot
WP_144724816.1	AF-A0AA97HS72-F1-model_v6	0.536	404	186	0	1	404	14	415	1.1869999999999998e-41	2151	uniprot
WP_144726094.1	AF-A0A4R7PZZ9-F1-model_v6	0.526	469	217	0	6	463	2	470	8.849e-52	2145	uniprot
WP_144726881.1	AF-A0A397LAU0-F1-model_v6	0.973	342	9	0	1	342	1	342	2.684e-48	2145	uniprot
WP_144958486.1	AF-A0A2U8QVM6-F1-model_v6	0.589	511	210	0	1	511	1	511	1.4780000000000001e-36	2143	uniprot
WP_038530660.1	AF-T2KM72-F1-model_v6	1.0	410	0	0	1	410	1	410	3.219e-39	2143	uniprot
WP_011709962.1	AF-A0A0M8M8T3-F1-model_v6	0.586	513	212	0	2	514	5	517	6.304e-36	2142	uniprot
WP_144727208.1	AF-A0A1H9KMI2-F1-model_v6	0.74	406	105	0	1	406	1	406	4.352e-48	2139	uniprot
WP_089660976.1	AF-A0A1H1KW10-F1-model_v6	1.0	368	0	0	1	368	1	368	1.521e-52	2138	uniprot
WP_119028131.1	AF-A0A7K3WMR2-F1-model_v6	0.6	398	159	0	1	398	1	398	1.418e-50	2135	uniprot
WP_038531870.1	AF-A0A516GQQ1-F1-model_v6	0.885	463	53	0	1	463	1	463	1.4229999999999999e-37	2127	uniprot
WP_101450596.1	AF-A0A2N3TF21-F1-model_v6	1.0	435	0	0	1	435	1	435	1.443e-39	2126	uniprot
WP_119030695.1	AF-A0A3M1LM44-F1-model_v6	0.552	351	156	0	1	349	1	351	3.67e-52	2126	uniprot
WP_193363881.1	AF-A0A2I7SK99-F1-model_v6	0.724	411	113	0	1	411	1	411	8.478999999999999e-44	2123	uniprot
WP_119028941.1	AF-A0A9E2AZT1-F1-model_v6	0.829	426	73	0	1	426	1	426	1.786e-45	2122	uniprot
WP_144725549.1	AF-A0A842IEA0-F1-model_v6	0.658	390	131	0	12	396	3	392	1.395e-42	2118	uniprot
WP_119029364.1	AF-A0A1H1QRD7-F1-model_v6	0.812	347	65	0	18	364	34	379	6.393999999999999e-53	2117	uniprot
WP_091890125.1	AF-A0A2U8QVM6-F1-model_v6	0.586	513	212	0	7	519	1	513	4.879e-36	2116	uniprot
WP_101448547.1	AF-A0A2N3T8I3-F1-model_v6	1.0	321	0	0	1	321	1	321	1.003e-52	2113	uniprot
WP_119027658.1	AF-A0A945ZUU8-F1-model_v6	0.571	410	174	0	1	407	4	413	2.937e-52	2112	uniprot
WP_119029301.1	AF-A0A397LJG5-F1-model_v6	1.0	399	0	0	1	399	1	399	2.03e-36	2112	uniprot
WP_101447909.1	AF-A0A023BTM8-F1-model_v6	0.815	374	69	0	17	390	1	374	7.41e-46	2110	uniprot
WP_101448559.1	AF-A0A2N3T8J5-F1-model_v6	1.0	414	0	0	1	414	61	474	1.321e-54	2109	uniprot
WP_101449525.1	AF-A0A2N3TBN7-F1-model_v6	1.0	382	0	0	1	382	1	382	6.598e-52	2108	uniprot
WP_101449011.1	AF-A0A2N3T9Z7-F1-model_v6	0.984	375	6	0	1	375	1	375	2.4769999999999997e-41	2105	uniprot
WP_089660960.1	AF-A0A1H1KVE4-F1-model_v6	1.0	365	0	0	1	365	1	365	7.876e-54	2100	uniprot
WP_011708802.1	AF-A0LZS4-F1-model_v6	1.0	415	0	0	1	415	1	415	2.627e-41	2098	uniprot
WP_026755576.1	AF-A0A0T0M2B7-F1-model_v6	0.546	510	230	0	1	510	1	507	2.5399999999999996e-41	2096	uniprot
WP_144727100.1	AF-A0A4S1DXW4-F1-model_v6	0.652	394	136	0	1	393	1	394	4.1679999999999995e-37	2092	uniprot
WP_144726472.1	AF-A0A1D8P5H0-F1-model_v6	0.608	541	211	0	44	584	3	542	1.1290000000000001e-36	2089	uniprot
WP_101445724.1	AF-A0A023BYV6-F1-model_v6	0.819	444	80	0	1	444	1	444	8.061e-37	2089	uniprot
WP_119030559.1	AF-A0A1G8DBT5-F1-model_v6	0.839	321	51	0	1	319	1	321	1.833e-49	2087	uniprot
WP_144962476.1	AF-A0A559PPM4-F1-model_v6	1.0	404	0	0	1	404	1	404	3.5769999999999994e-41	2082	uniprot
WP_144725824.1	AF-L7WA99-F1-model_v6	0.822	332	59	0	1	332	18	349	2.869e-46	2082	uniprot
WP_101448481.1	AF-A0A2N3T8B2-F1-model_v6	1.0	320	0	0	1	320	1	320	2.82e-47	2082	uniprot
WP_144726673.1	AF-A0A523GHV2-F1-model_v6	0.708	402	117	0	9	410	50	451	4.002e-44	2080	uniprot
WP_144725900.1	AF-A0A345H0R9-F1-model_v6	0.729	417	112	0	5	421	152	567	1.581e-36	2075	uniprot
WP_036822386.1	AF-A0A176T991-F1-model_v6	0.717	528	149	0	3	530	3	530	4.409e-38	2071	uniprot
WP_144726810.1	AF-A0A842IKF6-F1-model_v6	0.725	438	120	0	1	438	1	438	4.196e-44	2067	uniprot
WP_011709883.1	AF-A0M2Y5-F1-model_v6	0.979	393	8	0	1	393	1	393	8.706e-47	2066	uniprot
WP_157691878.1	AF-A0A1H1PK27-F1-model_v6	1.0	319	0	0	1	319	1	319	4.62e-41	2063	uniprot
WP_144727379.1	AF-A0A2T6AED3-F1-model_v6	0.724	337	91	0	8	339	9	345	1.409e-47	2061	uniprot
WP_119028943.1	AF-A0A397LA79-F1-model_v6	1.0	269	0	0	1	269	1	269	3.5830000000000004e-42	2058	uniprot
WP_101445756.1	AF-A0A1E4ZXT6-F1-model_v6	0.762	582	138	0	1	582	1	582	9.584e-47	2052	uniprot
WP_036820065.1	AF-A0A9E6CYF8-F1-model_v6	0.565	483	210	0	1	483	1	483	3.914e-37	2052	uniprot
WP_119027659.1	AF-A0A0R2X1S0-F1-model_v6	0.605	354	139	0	1	352	1	354	6.938999999999999e-51	2052	uniprot
WP_036821953.1	AF-A0A2K8VA12-F1-model_v6	0.503	514	254	0	1	514	1	512	7.001e-41	2051	uniprot
WP_144725768.1	AF-A0A7Y1YGJ3-F1-model_v6	0.714	364	104	0	1	364	1	364	2.013e-45	2050	uniprot
WP_101450315.1	AF-A0A504JJM6-F1-model_v6	0.696	493	149	0	1	492	1	493	2.657e-35	2049	uniprot
WP_144725274.1	AF-A0A2S7KSS3-F1-model_v6	0.481	380	196	0	1	379	1	380	2.413e-48	2048	uniprot
WP_026755356.1	AF-A0A7K3WMR2-F1-model_v6	0.57	400	171	0	1	400	1	398	4.047e-49	2046	uniprot
WP_089663113.1	AF-A0A1H1QM39-F1-model_v6	1.0	341	0	0	1	341	1	341	4.685e-44	2043	uniprot
WP_144961927.1	AF-A0A1M4SPM7-F1-model_v6	0.709	413	120	0	2	414	70	482	4.2309999999999995e-41	2042	uniprot
WP_038529383.1	AF-A0A4P7WYV8-F1-model_v6	0.558	542	239	0	5	546	33	574	1.32e-42	2033	uniprot
WP_144726045.1	AF-A0A506PD08-F1-model_v6	0.602	401	159	0	1	401	3	402	2.0220000000000002e-42	2032	uniprot
WP_091893994.1	AF-A0A2K8VA12-F1-model_v6	0.491	512	259	0	1	512	1	510	1.659e-40	2030	uniprot
WP_101446187.1	AF-A0A936ZUI9-F1-model_v6	0.751	379	94	0	1	377	1	379	6.196e-46	2010	uniprot
WP_011709273.1	AF-A0M165-F1-model_v6	1.0	323	0	0	1	323	1	323	6.294e-48	2010	uniprot
WP_091892497.1	AF-A0A7K3WMR2-F1-model_v6	0.584	395	163	0	6	400	6	398	2.2039999999999997e-47	2009	uniprot
WP_144725989.1	AF-A0A2U3B3Z6-F1-model_v6	0.524	393	187	0	5	397	1	393	1.9699999999999998e-47	2008	uniprot
WP_144725991.1	AF-A0A1G6BPC2-F1-model_v6	0.534	460	213	0	3	462	2	459	1.877e-40	1999	uniprot
WP_036824823.1	AF-A0A5D0I9U1-F1-model_v6	0.624	415	150	0	1	399	1	415	2.302e-39	1998	uniprot
WP_011709879.1	AF-A0M2Y1-F1-model_v6	1.0	317	0	0	1	317	1	317	1.5750000000000001e-49	1998	uniprot
WP_011708443.1	AF-A0A495P7B4-F1-model_v6	0.543	467	213	0	1	467	1	466	8.791999999999999e-41	1993	uniprot
WP_144726751.1	AF-A0A958RJL8-F1-model_v6	0.668	344	114	0	1	343	1	344	3.759e-45	1990	uniprot
WP_119029109.1	AF-A0A397LCQ7-F1-model_v6	1.0	272	0	0	1	272	1	272	1.4260000000000001e-46	1990	uniprot
WP_144725736.1	AF-A0A1I7FCU6-F1-model_v6	0.719	339	92	0	11	339	51	389	7.534e-44	1983	uniprot
WP_089662909.1	AF-A0A1L6R736-F1-model_v6	0.581	425	177	0	1	424	1	425	4.333e-39	1978	uniprot
WP_144726446.1	AF-A0A947ETF7-F1-model_v6	0.71	359	104	0	1	359	1	359	6.586e-46	1976	uniprot
WP_144725595.1	AF-A0A397LK11-F1-model_v6	0.969	329	10	0	1	329	1	329	8.741000000000001e-42	1975	uniprot
WP_038527865.1	AF-A0A397LID3-F1-model_v6	0.511	514	243	0	1	497	1	514	3.009e-41	1972	uniprot
WP_144963125.1	AF-A0A559PRG9-F1-model_v6	1.0	370	0	0	1	370	1	370	1.34e-47	1972	uniprot
WP_144726985.1	AF-A0A941L9F8-F1-model_v6	0.592	390	158	0	10	399	8	396	3.897e-46	1970	uniprot
WP_144726856.1	AF-A0A523G814-F1-model_v6	0.551	357	160	0	2	358	3	359	5.877999999999999e-44	1962	uniprot
WP_036828107.1	AF-A0A099XN67-F1-model_v6	1.0	370	0	0	1	370	1	370	1.222e-42	1958	uniprot
WP_101447050.1	AF-A0A2N3T4J9-F1-model_v6	1.0	344	0	0	1	344	1	344	1.381e-46	1958	uniprot
WP_089661226.1	AF-A0A495P7B4-F1-model_v6	0.537	466	215	0	1	465	1	466	9.559e-40	1954	uniprot
WP_119029736.1	AF-A0A397LCL4-F1-model_v6	1.0	301	0	0	1	301	1	301	6.63e-43	1954	uniprot
WP_148264612.1	AF-A0A495PW48-F1-model_v6	0.634	520	190	0	1	519	1	520	6.752e-42	1953	uniprot
WP_144726961.1	AF-A0A6C0GQY9-F1-model_v6	0.737	327	85	0	1	324	6	332	1.559e-49	1948	uniprot
WP_101448527.1	AF-A0A2N3T8H3-F1-model_v6	1.0	373	0	0	1	373	1	373	2.296e-49	1943	uniprot
WP_144727394.1	AF-A0A1F3KC20-F1-model_v6	0.541	445	198	0	1	433	1	445	1.897e-34	1936	uniprot
WP_038529759.1	AF-A0A5C8L800-F1-model_v6	0.704	387	114	0	1	386	1	387	1.432e-38	1936	uniprot
WP_157691858.1	AF-A0A6N6MN84-F1-model_v6	0.503	446	218	0	1	446	1	439	1.397e-36	1935	uniprot
WP_036828094.1	AF-A0A099XK50-F1-model_v6	0.988	442	5	0	1	442	1	442	2.457e-39	1934	uniprot
WP_041250175.1	AF-A0A495PX83-F1-model_v6	0.653	352	121	0	1	350	1	352	3.794e-42	1930	uniprot
WP_036819981.1	AF-A0A5C6XRG9-F1-model_v6	0.787	362	77	0	1	362	1	362	3.529e-36	1925	uniprot
WP_231962670.1	AF-A0AAJ1QY70-F1-model_v6	0.701	312	93	0	2	313	4	315	1.738e-40	1925	uniprot
WP_143273572.1	AF-A0A2N3T335-F1-model_v6	0.987	474	6	0	1	474	40	513	4.235e-40	1924	uniprot
WP_144726450.1	AF-A0A444VPD8-F1-model_v6	0.604	366	145	0	1	366	14	379	2.819e-38	1920	uniprot
WP_038528178.1	AF-A0A0F9UHD2-F1-model_v6	0.681	470	150	0	15	484	12	481	1.195e-37	1917	uniprot
WP_026755770.1	AF-A0A1L6R736-F1-model_v6	0.55	425	190	0	1	424	1	425	5.632e-38	1916	uniprot
WP_101447906.1	AF-A0A1M6CZP7-F1-model_v6	0.564	388	167	0	1	388	1	383	9.922e-38	1916	uniprot
WP_144725753.1	AF-A0A1X7KX54-F1-model_v6	0.527	324	150	0	2	325	4	321	1.9069999999999998e-47	1911	uniprot
WP_144727323.1	AF-A0A959GCE1-F1-model_v6	0.678	382	123	0	9	390	7	388	2.377e-32	1908	uniprot
WP_101448567.1	AF-A0A504JK22-F1-model_v6	0.64	428	154	0	16	443	13	440	6.381e-38	1907	uniprot
WP_041249990.1	AF-A0LZ55-F1-model_v6	1.0	289	0	0	1	289	19	307	1.487e-41	1905	uniprot
WP_036827640.1	AF-A0A099XPG0-F1-model_v6	0.941	471	28	0	1	471	8	478	1.8709999999999998e-45	1904	uniprot
WP_036820191.1	AF-A0A7L8AIH1-F1-model_v6	0.675	345	112	0	15	359	15	359	1.537e-39	1904	uniprot
WP_036828110.1	AF-A0A099XMK4-F1-model_v6	1.0	322	0	0	14	335	6	327	3.0220000000000004e-42	1903	uniprot
WP_119029903.1	AF-A0A9E3IAL2-F1-model_v6	0.61	418	163	0	7	424	2	419	1.378e-32	1900	uniprot
WP_144726452.1	AF-A0A1M6AYY3-F1-model_v6	0.52	415	196	0	1	410	1	415	1.0529999999999999e-41	1900	uniprot
WP_144724752.1	AF-A0A0D7W1K5-F1-model_v6	0.613	352	135	0	1	350	1	352	5.732e-42	1895	uniprot
WP_101447196.1	AF-A0A918N3S9-F1-model_v6	0.769	426	96	0	2	419	1	426	2.0450000000000002e-36	1894	uniprot
WP_041250122.1	AF-A0A9X1LJP4-F1-model_v6	0.841	428	68	0	18	445	18	444	5.4700000000000004e-46	1893	uniprot
WP_144959039.1	AF-A0A559PIW5-F1-model_v6	1.0	336	0	0	1	336	1	336	1.507e-46	1892	uniprot
WP_101448959.1	AF-A0A444VPD8-F1-model_v6	0.573	372	157	0	1	368	8	379	2.876e-37	1891	uniprot
WP_038529834.1	AF-A0A6I2MR45-F1-model_v6	0.729	422	112	0	29	450	41	456	2.0710000000000002e-36	1890	uniprot
WP_119028103.1	AF-A0A381TJT2-F1-model_v6	0.683	398	126	0	5	402	25	422	1.46e-33	1890	uniprot
WP_101445563.1	AF-A0A2N3T213-F1-model_v6	1.0	376	0	0	1	376	1	376	8.360000000000001e-46	1889	uniprot
WP_144725306.1	AF-A0A4Q9RR38-F1-model_v6	0.55	358	161	0	1	358	1	358	2.08e-40	1889	uniprot
WP_119030726.1	AF-A0A497CKJ5-F1-model_v6	0.514	353	170	0	1	350	1	353	2.412e-39	1889	uniprot
WP_119029897.1	AF-A0A2K9PXL6-F1-model_v6	0.557	354	155	0	6	359	3	353	2.811e-38	1888	uniprot
WP_101447814.1	AF-A0A2N3T682-F1-model_v6	0.959	417	17	0	1	417	1	417	3.757e-38	1887	uniprot
WP_036824756.1	AF-A0A9X1I4Y2-F1-model_v6	0.689	430	133	0	26	455	22	451	3.9420000000000004e-36	1885	uniprot
WP_119028415.1	AF-A0A8J2TUQ5-F1-model_v6	0.699	406	120	0	1	401	1	406	3.212e-45	1883	uniprot
WP_038532453.1	AF-A0A2I7SFT8-F1-model_v6	0.643	379	131	0	1	379	1	369	4.537e-47	1878	uniprot
WP_144961745.1	AF-A0A832IG42-F1-model_v6	0.59	493	201	0	1	493	1	491	1.728e-31	1877	uniprot
WP_011708774.1	AF-A0LZP2-F1-model_v6	1.0	323	0	0	1	323	1	323	1.6079999999999998e-45	1875	uniprot
WP_119028793.1	AF-A0A397L9W9-F1-model_v6	1.0	291	0	0	1	291	1	291	3.095e-36	1871	uniprot
WP_144962606.1	AF-A0A559PPV4-F1-model_v6	1.0	285	0	0	1	285	37	321	1.147e-46	1870	uniprot
WP_037348761.1	AF-A0AAE3ERT0-F1-model_v6	0.605	492	194	0	12	503	5	496	5.859e-32	1865	uniprot
WP_156109256.1	AF-A0A099XND1-F1-model_v6	1.0	305	0	0	1	305	1	305	1.061e-39	1864	uniprot
WP_091892395.1	AF-A0A9X2ALN6-F1-model_v6	0.59	459	184	0	1	459	1	450	5.754e-39	1863	uniprot
WP_144726023.1	AF-A0A848UQG8-F1-model_v6	0.566	428	184	0	1	428	1	424	9.282e-31	1862	uniprot
WP_144726644.1	AF-A0A397LJY7-F1-model_v6	0.977	315	7	0	1	315	1	315	5.514e-44	1862	uniprot
